Marching Squares Notes
Top Left	Top Right	Bottom Right	Bottom Left
0			0			0				0
1			0			0				0
0			1			0				0
1			1			0				0
0			0			1				0
1			0			1				0
0			1			1				0
1			1			1				0
0			0			0				1
1			0			0				1
0			1			0				1
1			1			0				1
0			0			1				1
1			0			1				1
0			1			1				1
1			1			1				1
